# mih_casting 발행 목록 (총 107건)
No	발행일	인물/키워드	logNo	제목
69	2026-05-23	현아	224296223833	[현아 섭외] Bubble Pop!·I'm Not Cool 퍼포먼스 퀸, 기업 행사·대학 축제·K-POP 이벤트 섭외
70	2026-05-23	강다니엘	224296224192	[강다니엘 섭외] 워너원 출신 K-POP 솔로 스타, 기업 행사·대학 축제·팬미팅 섭외
71	2026-05-26	크러쉬	224297562316	[크러쉬 섭외] R&B 소울 감성 무드메이커, 기업 행사·대학 축제·브랜드 이벤트 섭외
72	2026-05-26	다비치	224297658686	[다비치 섭외] 한국인이 사랑하는 파워 발라드 듀오, 기업 행사·시상식·콘서트 섭외
73	2026-05-26	볼빨간사춘기	224297659372	[볼빨간사춘기 섭외] 청량 인디팝 감성 아이콘, 대학 축제·브랜드 이벤트·기업 행사 섭외
74	2026-05-26	라이즈	224297659941	[라이즈 섭외] SM 4세대 청량 보이그룹, 대학 축제·브랜드 팝업·기업 행사 섭외
75	2026-05-27	에일리	224298311241	[에일리 섭외] Heaven·첫눈처럼 너에게 가겠다 파워보컬, 기업 갈라쇼·디너쇼·시상식 섭외
76	2026-05-27	하이라이트	224298311658	[하이라이트 섭외] 16년 차 4인조 보이그룹, 기업 행사·대학 축제·지역 페스티벌 섭외
77	2026-05-27	NCT 127	224298312039	[NCT 127 섭외] 글로벌 K팝 대표 보이그룹, 기업 행사·대학 축제·콘서트 섭외
78	2026-05-27	뉴진스	224299089041	[뉴진스 섭외] 4세대 K-POP 신드롬, K-POP 페스티벌·갈라쇼·브랜드 이벤트 섭외
79	2026-05-27	씨엔블루	224299091942	[씨엔블루 섭외] 데뷔 17년 라이브 밴드, 기업 행사·대학 축제·콘서트 섭외
80	2026-05-27	이적	224299092533	[이적 섭외] 대한민국 대표 싱어송라이터, 콘서트·기업행사·브랜드캠페인 섭외
81	2026-05-28	NCT	224300276605	[NCT 섭외] K-POP 대형 보이그룹, 기업 행사·대학 축제·브랜드 공연 섭외
82	2026-05-28	신유	224300277584	[신유 섭외] 정통 트로트 황금 보이스, 기업 행사·지역 축제·콘서트 섭외
83	2026-05-28	양지은	224300278021	[양지은 섭외] 미스트롯2 진 트로트 여왕, 지역 축제·기업 행사·전통 문화 공연 섭외
84	2026-05-28	투어스	224301274228	[투어스 섭외] 청량 보이후드 팝의 아이콘, 대학 축제·브랜드 팝업·청소년 행사 섭외
85	2026-05-28	펀치	224301274533	[펀치 섭외] OST 여왕의 감성 발라드, 기업 행사·드라마 팬 콘서트·갈라쇼 섭외
86	2026-05-29	개그맨섭외	224301274931	[개그맨섭외] 분위기를 살리는 MC·토크쇼·기업 행사 코미디언 섭외
87	2026-05-29	래퍼섭외	224301991070	[래퍼섭외] 대학 축제와 브랜드 행사에 맞는 힙합 공연 섭외
88	2026-05-29	장민호	224301991601	[장민호 섭외] 트로트 황태자의 감동 라이브, 기업 행사·지역 축제·갈라쇼 섭외
89	2026-05-29	화사	224301992200	[화사 섭외] 마리아·굿바이로 증명한 퍼포먼스 퀸, 기업 행사·대학 축제·브랜드 이벤트 섭외
90	2026-05-29	대학축제섭외	224303203301	[대학축제섭외] 대학교 축제 공연과 행사에 맞는 아티스트 섭외 가이드
91	2026-05-29	나태주	224303203976	[나태주 섭외] 태권트롯 올라운더, 기업 행사·지역 축제·대학 축제 공연 섭외
92	2026-05-29	이하이	224303204379	[이하이 섭외] 소울·발라드 파워보컬, 기업 갈라쇼·디너쇼·콘서트 섭외
93	2026-05-29	밴드섭외	224304124760	[밴드섭외] 기업 행사·대학 축제·야외 페스티벌 라이브 밴드 공연 섭외
94	2026-05-31	송가인	224304125313	[송가인 섭외] 트로트 여제·미스트롯 초대 진, 지역 축제·기업 행사·콘서트 섭외
95	2026-05-31	김범수	224304125759	[김범수 섭외] 국민 발라디스트·보고싶다, 기업 행사·콘서트·시상식 공연 섭외
96	2026-05-29	결혼식공연섭외	224305159568	[결혼식공연섭외] 결혼식 축가·기업 송년회·디너쇼 공연 섭외 가이드
97	2026-05-31	다이나믹듀오	224305159858	[다이나믹듀오 섭외] 국힙 레전드·출첵, 대학 축제·기업 행사·힙합 공연 섭외
98	2026-05-31	적재	224305160110	[적재 섭외] 감성 싱어송라이터·별보러가자, 브랜드 행사·소규모 콘서트·감성 공연 섭외
99	2026-05-29	가수섭외	224305726353	[가수섭외] 발라드·K-POP·크로스오버 가수 행사 섭외 가이드
100	2026-05-31	소향	224305727335	[소향 섭외] 한국의 머라이어 캐리·4옥타브 디바, 갈라쇼·기업 행사·문화 공연 섭외
101	2026-05-31	노을	224305727742	[노을 섭외] 명품 보컬 그룹·인연, 기업 행사·갈라 콘서트·결혼식 공연 섭외
102	2026-05-31	홍이삭	224307264640	[홍이삭 섭외] 나는너만사랑할게·감성 싱어송라이터, 브랜드 행사·소규모 콘서트·감성 공연 섭외
103	2026-05-31	먼데이키즈	224307265024	[먼데이키즈 섭외] 발자국·흉터, 기업 행사·갈라쇼·단독 콘서트 섭외
104	2026-05-31	버나드박	224307265333	[버나드박 섭외] Before the Rain·감성 팝발라드, 브랜드 행사·갈라쇼·단독 콘서트 섭외
105	2026-05-31	로이킴	224307799909	[로이킴 섭외] 봄봄봄·포크팝, 기업 행사·대학 축제·단독 콘서트 섭외
106	2026-05-31	신용재	224307800172	[신용재 섭외] 빌려줄게·몬스터보컬, 기업 갈라쇼·콘서트·감성 행사 섭외
107	2026-05-31	정승환	224307800399	[정승환 섭외] 감성 인디 발라드의 대명사, 기업 콘서트·대학 축제·야외 공연 섭외
